Value,Sentiment
tiranizavei,-1
tiranizaveis,-1
tiranize,-1
tiranizei,-1
tiranizeis,-1
tiranizem,-1
tiranizemo,-1
tiranizemos,-1
tiranizes,-1
tiranizo,-1
tiranizou,-1
tirano,-1
tiranos,-1
tirar a agua do capote,-1
tirar nabos da pucara,-1
tirar o cavalinho da chuva,-1
tirar o cavalo da chuva,-1
tirar partido da situacao,-1
tirar proveito eleitoral,-1
tirara a agua do capote,-1
tirara nabos da pucara,-1
tirara o cavalinho da chuva,-1
tirara o cavalo da chuva,-1
tirara partido da situacao,-1
tirara proveito eleitoral,-1
tiraram a agua do capote,-1
tiraram nabos da pucara,-1
tiraram o cavalinho da chuva,-1
tiraram o cavalo da chuva,-1
tiraram partido da situacao,-1
tiraram proveito eleitoral,-1
tiraramos a agua do capote,-1
tiraramos nabos da pucara,-1
tiraramos o cavalinho da chuva,-1
tiraramos o cavalo da chuva,-1
tiraramos partido da situacao,-1
tiraramos proveito eleitoral,-1
tirarao a agua do capote,-1
tirarao nabos da pucara,-1
tirarao o cavalinho da chuva,-1
tirarao o cavalo da chuva,-1
tirarao partido da situacao,-1
tirarao proveito eleitoral,-1
tiraras a agua do capote,-1
tiraras nabos da pucara,-1
tiraras o cavalinho da chuva,-1
tiraras o cavalo da chuva,-1
tiraras partido da situacao,-1
tiraras proveito eleitoral,-1
tirardes a agua do capote,-1
tirardes nabos da pucara,-1
tirardes o cavalinho da chuva,-1
tirardes o cavalo da chuva,-1
tirardes partido da situacao,-1
tirardes proveito eleitoral,-1
tirarei a agua do capote,-1
tirarei nabos da pucara,-1
tirarei o cavalinho da chuva,-1
tirarei o cavalo da chuva,-1
tirarei partido da situacao,-1
tirarei proveito eleitoral,-1
tirareis a agua do capote,-1
tirareis nabos da pucara,-1
tirareis o cavalinho da chuva,-1
tirareis o cavalo da chuva,-1
tirareis partido da situacao,-1
tirareis proveito eleitoral,-1
tirarem a agua do capote,-1
tirarem nabos da pucara,-1
tirarem o cavalinho da chuva,-1
tirarem o cavalo da chuva,-1
tirarem partido da situacao,-1
tirarem proveito eleitoral,-1
tiraremos a agua do capote,-1
tiraremos nabos da pucara,-1
tiraremos o cavalinho da chuva,-1
tiraremos o cavalo da chuva,-1
tiraremos partido da situacao,-1
tiraremos proveito eleitoral,-1
tirares a agua do capote,-1
tirares nabos da pucara,-1
tirares o cavalinho da chuva,-1
tirares o cavalo da chuva,-1
tirares partido da situacao,-1
tirares proveito eleitoral,-1
tiraria a agua do capote,-1
tiraria nabos da pucara,-1
tiraria o cavalinho da chuva,-1
tiraria o cavalo da chuva,-1
tiraria partido da situacao,-1
tiraria proveito eleitoral,-1
tirariam a agua do capote,-1
tirariam nabos da pucara,-1
tirariam o cavalinho da chuva,-1
tirariam o cavalo da chuva,-1
tirariam partido da situacao,-1
tirariam proveito eleitoral,-1
tirariamos a agua do capote,-1
tirariamos nabos da pucara,-1
tirariamos o cavalinho da chuva,-1
tirariamos o cavalo da chuva,-1
tirariamos partido da situacao,-1
tirariamos proveito eleitoral,-1
tirarias a agua do capote,-1
tirarias nabos da pucara,-1
tirarias o cavalinho da chuva,-1
tirarias o cavalo da chuva,-1
tirarias partido da situacao,-1
tirarias proveito eleitoral,-1
tirarieis a agua do capote,-1
tirarieis nabos da pucara,-1
tirarieis o cavalinho da chuva,-1
tirarieis o cavalo da chuva,-1
tirarieis partido da situacao,-1
tirarieis proveito eleitoral,-1
tirarmos a agua do capote,-1
tirarmos nabos da pucara,-1
tirarmos o cavalinho da chuva,-1
tirarmos o cavalo da chuva,-1
tirarmos partido da situacao,-1
tirarmos proveito eleitoral,-1
tiras a agua do capote,-1
tiras nabos da pucara,-1
tiras o cavalinho da chuva,-1
tiras o cavalo da chuva,-1
tiras partido da situacao,-1
tiras proveito eleitoral,-1
tirasse a agua do capote,-1
tirasse nabos da pucara,-1
tirasse o cavalinho da chuva,-1
tirasse o cavalo da chuva,-1
tirasse partido da situacao,-1
tirasse proveito eleitoral,-1
tirasseis a agua do capote,-1
tirasseis nabos da pucara,-1
tirasseis o cavalinho da chuva,-1
tirasseis o cavalo da chuva,-1
tirasseis partido da situacao,-1
tirasseis proveito eleitoral,-1
tirassem a agua do capote,-1
tirassem nabos da pucara,-1
tirassem o cavalinho da chuva,-1
tirassem o cavalo da chuva,-1
tirassem partido da situacao,-1
tirassem proveito eleitoral,-1
tirassemos a agua do capote,-1
tirassemos nabos da pucara,-1
tirassemos o cavalinho da chuva,-1
tirassemos o cavalo da chuva,-1
tirassemos partido da situacao,-1
tirassemos proveito eleitoral,-1
tirasses a agua do capote,-1
tirasses nabos da pucara,-1
tirasses o cavalinho da chuva,-1
tirasses o cavalo da chuva,-1
tirasses partido da situacao,-1
tirasses proveito eleitoral,-1
tiraste a agua do capote,-1
tiraste nabos da pucara,-1
tiraste o cavalinho da chuva,-1
tiraste o cavalo da chuva,-1
tiraste partido da situacao,-1
tiraste proveito eleitoral,-1
tirastes a agua do capote,-1
tirastes nabos da pucara,-1
tirastes o cavalinho da chuva,-1
tirastes o cavalo da chuva,-1
tirastes partido da situacao,-1
tirastes proveito eleitoral,-1
tirava a agua do capote,-1
tirava nabos da pucara,-1
tirava o cavalinho da chuva,-1
tirava o cavalo da chuva,-1
tirava partido da situacao,-1
tirava proveito eleitoral,-1
tiravam a agua do capote,-1
tiravam nabos da pucara,-1
tiravam o cavalinho da chuva,-1
tiravam o cavalo da chuva,-1
tiravam partido da situacao,-1
tiravam proveito eleitoral,-1
tiravamos a agua do capote,-1
tiravamos nabos da pucara,-1
tiravamos o cavalinho da chuva,-1
tiravamos o cavalo da chuva,-1
tiravamos partido da situacao,-1
tiravamos proveito eleitoral,-1
tiravas a agua do capote,-1
tiravas nabos da pucara,-1
tiravas o cavalinho da chuva,-1
tiravas o cavalo da chuva,-1
tiravas partido da situacao,-1
tiravas proveito eleitoral,-1
tiraveis a agua do capote,-1
tiraveis nabos da pucara,-1
tiraveis o cavalinho da chuva,-1
tiraveis o cavalo da chuva,-1
tiraveis partido da situacao,-1
tiraveis proveito eleitoral,-1
tirei a agua do capote,-1
tirei nabos da pucara,-1
tirei o cavalinho da chuva,-1
tirei o cavalo da chuva,-1
tirei partido da situacao,-1
tirei proveito eleitoral,-1
tireis a agua do capote,-1
tireis nabos da pucara,-1
tireis o cavalinho da chuva,-1
tireis o cavalo da chuva,-1
tireis partido da situacao,-1
tireis proveito eleitoral,-1
tirem a agua do capote,-1
tirem nabos da pucara,-1
tirem o cavalinho da chuva,-1
tirem o cavalo da chuva,-1
tirem partido da situacao,-1
tirem proveito eleitoral,-1
tiremos a agua do capote,-1
tiremos nabos da pucara,-1
tiremos o cavalinho da chuva,-1
tiremos o cavalo da chuva,-1
tiremos partido da situacao,-1
tiremos proveito eleitoral,-1
tires a agua do capote,-1
tires nabos da pucara,-1
tires o cavalinho da chuva,-1
tires o cavalo da chuva,-1
tires partido da situacao,-1
tires proveito eleitoral,-1
tiririca,-1
tiriricas,-1
tiritante,-1
tiritantes,-1
tiro a agua do capote,-1
tiro nabos da pucara,-1
tiro o cavalinho da chuva,-1
tiro o cavalo da chuva,-1
tiro partido da situacao,-1
tiro proveito eleitoral,-1
tirou a agua do capote,-1
tirou nabos da pucara,-1
tirou o cavalinho da chuva,-1
tirou o cavalo da chuva,-1
tirou partido da situacao,-1
tirou proveito eleitoral,-1
tisica,-1
tisicas,-1
tisico,-1
tisicos,-1
tisnada,0
tisnadas,0
tisnado,0
tisnados,0
titilante,0
titilantes,0
titubeante,-1
titubeantes,-1
tive a cabeca em agua,-1
tive a cabeca no lugar,1
tive a consciencia pesada,-1
tive a corda ao pescoco,-1
tive a faca e o queijo na mao,1
tive a lagrima ao canto do olho,-1
tive a razao do seu lado,1
tive a vida facilitada,1
tive as costas largas,1
tive as costas quentes,-1
tive as horas contadas,-1
tive boa consciencia,1
tive culpas no cartorio,-1
tive de comer farinha maizena,-1
tive dois palmos de testa,1
tive dor de corno,-1
tive dor de cotovelo,-1
tive falta de cha,-1
tive ideias,1
tive ma consciencia,-1
tive macacos na cabeca,-1
tive macacos no sotao,-1
tive macaquinhos na cabeca,-1
tive macaquinhos no sotao,-1
tive mais olhos que barriga,-1
tive mau perder,-1
tive memoria curta,-1
tive na mao,1
tive o nariz empinado,-1
tive o pavio curto,-1
tive o rei na barriga,-1
tive os dias contados,-1
tive os pes assentes no chao,1
tive os pes bem assentes na terra,1
tive sentido de justica,-1
tive sentido de oportunidade,-1
tive sentido de responsabilidade,-1
tive um aperto no coracao,-1
tive uma grande cara de pau,-1
tive uma grande lata,-1
tivemos a cabeca em agua,-1
tivemos a cabeca no lugar,1
tivemos a consciencia pesada,-1
tivemos a corda ao pescoco,-1
tivemos a faca e o queijo na mao,1
tivemos a lagrima ao canto do olho,-1
tivemos a razao do seu lado,1
tivemos a vida facilitada,1
tivemos as costas largas,1
tivemos as costas quentes,-1
tivemos as horas contadas,-1
tivemos boa consciencia,1
tivemos culpas no cartorio,-1
tivemos de comer farinha maizena,-1
tivemos dois palmos de testa,1
tivemos dor de corno,-1
tivemos dor de cotovelo,-1
tivemos falta de cha,-1
tivemos ideias,1
tivemos ma consciencia,-1
tivemos macacos na cabeca,-1
tivemos macacos no sotao,-1
tivemos macaquinhos na cabeca,-1
tivemos macaquinhos no sotao,-1
tivemos mais olhos que barriga,-1
tivemos mau perder,-1
tivemos memoria curta,-1
tivemos na mao,1
tivemos o nariz empinado,-1
tivemos o pavio curto,-1
tivemos o rei na barriga,-1
tivemos os dias contados,-1
tivemos os pes assentes no chao,1
tivemos os pes bem assentes na terra,1
tivemos sentido de justica,-1
tivemos sentido de oportunidade,-1
tivemos sentido de responsabilidade,-1
tivemos um aperto no coracao,-1
tivemos uma grande cara de pau,-1
tivemos uma grande lata,-1
tiver a cabeca em agua,-1
tiver a cabeca no lugar,1
tiver a consciencia pesada,-1
tiver a corda ao pescoco,-1
tiver a faca e o queijo na mao,1
tiver a lagrima ao canto do olho,-1
tiver a razao do seu lado,1
tiver a vida facilitada,1
tiver as costas largas,1
tiver as costas quentes,-1
tiver as horas contadas,-1
tiver boa consciencia,1
tiver culpas no cartorio,-1
tiver de comer farinha maizena,-1
tiver dois palmos de testa,1
tiver dor de corno,-1
tiver dor de cotovelo,-1
tiver falta de cha,-1
tiver ideias,1
tiver ma consciencia,-1
tiver macacos na cabeca,-1
tiver macacos no sotao,-1
tiver macaquinhos na cabeca,-1
tiver macaquinhos no sotao,-1
tiver mais olhos que barriga,-1
tiver mau perder,-1
tiver memoria curta,-1
tiver na mao,1
tiver o nariz empinado,-1
tiver o pavio curto,-1
tiver o rei na barriga,-1
tiver os dias contados,-1
tiver os pes assentes no chao,1
tiver os pes bem assentes na terra,1
tiver sentido de justica,-1
tiver sentido de oportunidade,-1
tiver sentido de responsabilidade,-1
tiver um aperto no coracao,-1
tiver uma grande cara de pau,-1
tiver uma grande lata,-1
tivera a cabeca em agua,-1
tivera a cabeca no lugar,1
tivera a consciencia pesada,-1
tivera a corda ao pescoco,-1
tivera a faca e o queijo na mao,1
tivera a lagrima ao canto do olho,-1
tivera a razao do seu lado,1
tivera a vida facilitada,1
tivera as costas largas,1
tivera as costas quentes,-1
tivera as horas contadas,-1
tivera boa consciencia,1
tivera culpas no cartorio,-1
tivera de comer farinha maizena,-1
tivera dois palmos de testa,1
tivera dor de corno,-1
tivera dor de cotovelo,-1
tivera falta de cha,-1
tivera ideias,1
tivera ma consciencia,-1
tivera macacos na cabeca,-1
tivera macacos no sotao,-1
tivera macaquinhos na cabeca,-1
tivera macaquinhos no sotao,-1
tivera mais olhos que barriga,-1
tivera mau perder,-1
tivera memoria curta,-1
tivera na mao,1
tivera o nariz empinado,-1
tivera o pavio curto,-1
tivera o rei na barriga,-1
tivera os dias contados,-1
tivera os pes assentes no chao,1
tivera os pes bem assentes na terra,1
tivera sentido de justica,-1
tivera sentido de oportunidade,-1
tivera sentido de responsabilidade,-1
tivera um aperto no coracao,-1
tivera uma grande cara de pau,-1
tivera uma grande lata,-1
tiveram a cabeca em agua,-1
tiveram a cabeca no lugar,1
tiveram a consciencia pesada,-1
tiveram a corda ao pescoco,-1
tiveram a faca e o queijo na mao,1
tiveram a lagrima ao canto do olho,-1
tiveram a razao do seu lado,1
tiveram a vida facilitada,1
tiveram as costas largas,1
tiveram as costas quentes,-1
tiveram as horas contadas,-1
tiveram boa consciencia,1
tiveram culpas no cartorio,-1
tiveram de comer farinha maizena,-1
tiveram dois palmos de testa,1
tiveram dor de corno,-1
tiveram dor de cotovelo,-1
tiveram falta de cha,-1
tiveram ideias,1
tiveram ma consciencia,-1
tiveram macacos na cabeca,-1
tiveram macacos no sotao,-1
tiveram macaquinhos na cabeca,-1
tiveram macaquinhos no sotao,-1
tiveram mais olhos que barriga,-1
tiveram mau perder,-1
tiveram memoria curta,-1
tiveram na mao,1
tiveram o nariz empinado,-1
tiveram o pavio curto,-1
tiveram o rei na barriga,-1
tiveram os dias contados,-1
tiveram os pes assentes no chao,1
tiveram os pes bem assentes na terra,1
tiveram sentido de justica,-1
tiveram sentido de oportunidade,-1
tiveram sentido de responsabilidade,-1
tiveram um aperto no coracao,-1
tiveram uma grande cara de pau,-1
tiveram uma grande lata,-1
tiveramos a cabeca em agua,-1
tiveramos a cabeca no lugar,1
tiveramos a consciencia pesada,-1
tiveramos a corda ao pescoco,-1
tiveramos a faca e o queijo na mao,1
tiveramos a lagrima ao canto do olho,-1
tiveramos a razao do seu lado,1
tiveramos a vida facilitada,1
tiveramos as costas largas,1
tiveramos as costas quentes,-1
tiveramos as horas contadas,-1
tiveramos boa consciencia,1
tiveramos culpas no cartorio,-1
tiveramos de comer farinha maizena,-1
tiveramos dois palmos de testa,1
tiveramos dor de corno,-1
tiveramos dor de cotovelo,-1
tiveramos falta de cha,-1
tiveramos ideias,1
tiveramos ma consciencia,-1
tiveramos macacos na cabeca,-1
tiveramos macacos no sotao,-1
tiveramos macaquinhos na cabeca,-1
tiveramos macaquinhos no sotao,-1
tiveramos mais olhos que barriga,-1
tiveramos mau perder,-1
tiveramos memoria curta,-1
tiveramos na mao,1
tiveramos o nariz empinado,-1
tiveramos o pavio curto,-1
tiveramos o rei na barriga,-1
tiveramos os dias contados,-1
tiveramos os pes assentes no chao,1
tiveramos os pes bem assentes na terra,1
tiveramos sentido de justica,-1
tiveramos sentido de oportunidade,-1
tiveramos sentido de responsabilidade,-1
tiveramos um aperto no coracao,-1
tiveramos uma grande cara de pau,-1
tiveramos uma grande lata,-1
tiveras a cabeca em agua,-1
tiveras a cabeca no lugar,1
tiveras a consciencia pesada,-1
tiveras a corda ao pescoco,-1
tiveras a faca e o queijo na mao,1
tiveras a lagrima ao canto do olho,-1
tiveras a razao do seu lado,1
tiveras a vida facilitada,1
tiveras as costas largas,1
tiveras as costas quentes,-1
tiveras as horas contadas,-1
tiveras boa consciencia,1
tiveras culpas no cartorio,-1
tiveras de comer farinha maizena,-1
tiveras dois palmos de testa,1
tiveras dor de corno,-1
tiveras dor de cotovelo,-1
tiveras falta de cha,-1
tiveras ideias,1
tiveras ma consciencia,-1
tiveras macacos na cabeca,-1
tiveras macacos no sotao,-1
tiveras macaquinhos na cabeca,-1
tiveras macaquinhos no sotao,-1
tiveras mais olhos que barriga,-1
tiveras mau perder,-1
tiveras memoria curta,-1
tiveras na mao,1
tiveras o nariz empinado,-1
tiveras o pavio curto,-1
tiveras o rei na barriga,-1
tiveras os dias contados,-1
tiveras os pes assentes no chao,1
tiveras os pes bem assentes na terra,1
tiveras sentido de justica,-1
tiveras sentido de oportunidade,-1
tiveras sentido de responsabilidade,-1
tiveras um aperto no coracao,-1
tiveras uma grande cara de pau,-1
tiveras uma grande lata,-1
tiverdes a cabeca em agua,-1
tiverdes a cabeca no lugar,1
tiverdes a consciencia pesada,-1
tiverdes a corda ao pescoco,-1
tiverdes a faca e o queijo na mao,1
tiverdes a lagrima ao canto do olho,-1
tiverdes a razao do seu lado,1
tiverdes a vida facilitada,1
tiverdes as costas largas,1
tiverdes as costas quentes,-1
tiverdes as horas contadas,-1
tiverdes boa consciencia,1
tiverdes culpas no cartorio,-1
tiverdes de comer farinha maizena,-1
tiverdes dois palmos de testa,1
tiverdes dor de corno,-1
tiverdes dor de cotovelo,-1
tiverdes falta de cha,-1
tiverdes ideias,1
tiverdes ma consciencia,-1
tiverdes macacos na cabeca,-1
tiverdes macacos no sotao,-1
tiverdes macaquinhos na cabeca,-1
tiverdes macaquinhos no sotao,-1
tiverdes mais olhos que barriga,-1
tiverdes mau perder,-1
tiverdes memoria curta,-1
tiverdes na mao,1
tiverdes o nariz empinado,-1
tiverdes o pavio curto,-1
tiverdes o rei na barriga,-1
tiverdes os dias contados,-1
tiverdes os pes assentes no chao,1
tiverdes os pes bem assentes na terra,1
tiverdes sentido de justica,-1
tiverdes sentido de oportunidade,-1
tiverdes sentido de responsabilidade,-1
tiverdes um aperto no coracao,-1
tiverdes uma grande cara de pau,-1
tiverdes uma grande lata,-1
tivereis a cabeca em agua,-1
tivereis a cabeca no lugar,1
tivereis a consciencia pesada,-1
tivereis a corda ao pescoco,-1
tivereis a faca e o queijo na mao,1
tivereis a lagrima ao canto do olho,-1
tivereis a razao do seu lado,1
tivereis a vida facilitada,1
tivereis as costas largas,1
tivereis as costas quentes,-1
tivereis as horas contadas,-1
tivereis boa consciencia,1
tivereis culpas no cartorio,-1
tivereis de comer farinha maizena,-1
tivereis dois palmos de testa,1
tivereis dor de corno,-1
tivereis dor de cotovelo,-1
tivereis falta de cha,-1
tivereis ideias,1
tivereis ma consciencia,-1
tivereis macacos na cabeca,-1
tivereis macacos no sotao,-1
tivereis macaquinhos na cabeca,-1
tivereis macaquinhos no sotao,-1
tivereis mais olhos que barriga,-1
tivereis mau perder,-1
tivereis memoria curta,-1
tivereis na mao,1
tivereis o nariz empinado,-1
tivereis o pavio curto,-1
tivereis o rei na barriga,-1
tivereis os dias contados,-1
